sentiment,text
positive,They aren't super bright. But they replaced almost all the lights in my truck on a 2016 Colorado. And they seem brighter than the factory
positive,"Bought this to replace my OE equipment  and so far so good, seems to be as good as the Original"
positive,This item was missing from our 08 Tahoe and this fit perfectly.
positive,"Despite looking like nothing near what my old, broken, door switch looked like, it works just like the old one. Just a note, these are NOT that easy to replace if you have lost the wires within the car's metal interior."
negative,It’s new but not good
positive,Looks great and has maintained it color and quality through multiple car washes.
negative,"And the locking mechanism doesn't work, have to order OEM instead. Totally regret this purchase. Even the red stickers on the lock toggle is gummy and not even placed right. Save your money and GET OEM parts!!"
positive,Works great.
positive,Good value
positive,Great products.  This is a great kit for everything for your auto needs
positive,Fit perfectly
negative,"I bought this thinking that it would help me to do a brake job easier, product looks great, the idea is spot on, the problem is that mine didn’t hold a vacuum . I readjusted hides, fittings etc, and it doesn’t hold. Maybe I should have bought a more expensive version. Maybe it was just the 1 out of 100 that’s defective."
positive,Cartridge type*. Comes with 2 O rings one for the plug and one for the filter.
negative,"I know this is the genuine Toyota WS fluid for my Lexus RX400h CVT and rear motor/differential, but it just does not last long.  The WS fluid turns from cherry red to brown in the CVT and faded pink in the rear motor/diff in just 30K miles.  I expect better performance for a fluid this expensive.  The owner manual calls for just a visual check at 60K, or change at 60K if towing is involved.  I'd change it at every 30K.  Not impressed."
negative,"This stuff is so bad.<br />If you like streaks and spots, this is the washer fluid for you.<br />Terrible."
positive,Very easy to put up and take down. Fast delivery.
negative,"Be careful when installing.  Tail gates have cable supports that interfere with suggested mounting location.  This unit is minimal quality steel for support.  Any guys over 225lbs, should consider another make of access ladder. I find this unit minimal at best. Must also be on perfectly level ground when using or ladder twist considerably."
positive,Perfect fit and way better than the thin steel gasket that Nissan OEM supplied
negative,"Smell was great, but only lasted for two weeks. I was really anticipating it lasting longer. Kind of bummed."
negative,We had snow while I was out of town and the car was at the airport. As I was scraping the windshield the wiper arm broke away from the blade. The blade was embedded in the ice. Add you own invective.....
positive,Came packaged safely and on time.
negative,Product showed as ordered but did not work with the genie garage door opener.  Unfortunate actually because the size is perfect.
